,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,389
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,390
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,391
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,392
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,393
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,394
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,395
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,396
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,397
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,398
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,399
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,400
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,401
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,402
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,403
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,404
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,405
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,406
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,407
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,408
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,409
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,410
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,411
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,412
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,413
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,414
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,415
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,416
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,417
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,418
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,419
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,420
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,421
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,422
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,423
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,424
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,425
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155915,trialstats
,simseconds,426
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,427
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,428
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,429
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,430
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,431
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,432
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,433
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,434
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,435
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,436
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,437
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,438
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,439
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,440
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,441
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,442
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,443
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,444
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,445
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,446
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,447
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,448
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,449
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,450
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,451
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,452
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,453
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,454
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,455
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,456
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,457
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,458
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,459
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,460
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,461
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,462
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,1.000000
081623_155916,trialstats
,simseconds,463
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,1.000000
081623_155916,trialstats
,simseconds,464
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,1.000000
081623_155916,trialstats
,simseconds,465
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,1.000000
081623_155916,trialstats
,simseconds,466
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,1.000000
081623_155916,trialstats
,simseconds,467
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,1.000000
081623_155916,trialstats
,simseconds,468
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,1.000000
081623_155916,trialstats
,simseconds,469
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,1.000000
081623_155916,trialstats
,simseconds,470
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,1.000000
081623_155916,trialstats
,simseconds,471
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,1.000000
081623_155916,trialstats
,simseconds,472
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.000000
081623_155916,trialstats
,simseconds,473
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.000000
081623_155916,trialstats
,simseconds,474
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.000000
081623_155916,trialstats
,simseconds,475
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.000000
081623_155916,trialstats
,simseconds,476
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.000000
081623_155916,trialstats
,simseconds,477
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.000000
081623_155916,trialstats
,simseconds,478
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,479
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,480
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,481
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,482
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,483
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,484
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.000000
081623_155916,trialstats
,simseconds,485
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,486
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,1.000000
081623_155916,trialstats
,simseconds,487
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,488
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,489
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,490
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,491
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,492
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,493
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,494
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.000000
081623_155916,trialstats
,simseconds,495
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.000000
081623_155916,trialstats
,simseconds,496
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.000000
081623_155916,trialstats
,simseconds,497
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.000000
081623_155916,trialstats
,simseconds,498
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.000000
081623_155916,trialstats
,simseconds,499
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.000000
081623_155916,trialstats
,simseconds,500
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.000000
081623_155916,trialstats
,simseconds,501
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.000000
081623_155916,trialstats
,simseconds,502
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.000000
081623_155916,trialstats
,simseconds,503
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,504
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,505
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,506
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,507
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,508
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,509
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,510
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,511
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,512
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,513
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,514
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,515
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,516
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,517
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,518
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,519
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,520
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155916,trialstats
,simseconds,521
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,522
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,523
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,524
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,525
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,526
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,527
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,528
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,529
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,530
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,531
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,532
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,533
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,534
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,535
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,536
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,537
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,538
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,539
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,540
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,541
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,542
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,543
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,544
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,545
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,546
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,547
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,548
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,549
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,550
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,551
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,552
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,553
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,554
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,555
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,556
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,557
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,558
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,559
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,560
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,561
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,562
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,563
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,564
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,565
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,566
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,567
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,568
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,569
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,570
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,571
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,572
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,573
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,574
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,575
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,576
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,577
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,578
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,579
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,580
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,581
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
,fractioncorrectdecisions,0.500000
081623_155917,trialstats
,simseconds,582
,active,2
,motion_disabled,3
,comms_disabled,0
,sense_disabled,3
